sent_time,chat_message,cluster_num,x,y
00:05:45.928000,what happened to your neck ?,11,1.5164119,0.018252544
00:05:46.071000,cutr sweater,14,-0.49288952,-0.58880746
00:05:46.141000,what happened to your throat,11,1.4955986,0.15385407
00:05:46.177000,probably a shaving cut . stop asking about it,11,1.4519849,-0.2654382
00:05:46.283000,hi #,8,-0.03494208,-1.5485413
00:05:46.321000,hope you have a good stream syk ! and chat quit asking about his bandaid freaking out over it 😂,2,2.2487674,-1.107182
00:05:46.406000,what happend ?,0,0.4990557,0.10560788
00:05:46.507000,omg,7,-0.94665474,0.32056096
00:05:46.517000,"all you guys are saying hickey , but who would even give it ?",11,2.0824008,-0.13657834
00:05:46.560000,hello,1,-0.9108303,-0.45763686
00:05:46.665000,<3,6,-0.99377674,-1.1785975
00:05:46.812000,hello !,8,-0.25256678,-1.400702
00:05:46.834000,rae was on to something when she decided make her chat always members only . just saying,2,2.0685217,-0.20000777
00:05:47.076000,subscribed at tier 1 .,4,1.1987714,-1.7880166
00:05:47.129000,<3,6,-0.99377674,-1.1785975
00:05:47.168000,<3,6,-0.99377674,-1.1785975
00:05:47.290000,hiya !,8,-0.36163303,-1.7724344
00:05:47.310000,y,6,-1.2808597,-1.9068061
00:05:47.357000,<3,6,-0.99377674,-1.1785975
00:05:47.552000,h\1\1,6,-0.9812609,-0.7538617
00:05:47.732000,shinzou wo sasageyo,8,-0.46585825,-1.9132341
00:05:47.964000,hey how are you ?,11,1.6054455,0.10308937
00:05:48.122000,how is asking what happened to his neck bad,11,1.8794525,0.015788894
00:05:48.125000,let ’ s get in to it,11,1.933039,0.41926
00:05:48.146000,h\1\1,6,-0.9812609,-0.7538617
00:05:48.166000,h\1\1 !,8,-0.38318133,-1.6068476
00:05:48.230000,h\1\1,6,-0.9812609,-0.7538617
00:05:48.389000,it's prob just a small cut or smthg there you go,11,1.6350045,-0.27947164
00:05:48.432000,hi,1,-0.86891156,-0.3875266
00:05:48.454000,sorry hahahah,14,-0.38895324,-0.33029783
00:05:48.548000,hi,1,-0.86891156,-0.3875266
00:05:48.889000,lmao,3,-0.81112784,1.6633501
00:05:48.901000,band-aid kunno,6,-0.80651426,-1.0587391
00:05:49.065000,y ’ all are so weird pls stop,2,1.8859509,-1.1772988
00:05:49.129000,how ?,9,0.24393317,0.6610514
00:05:49.165000,hi,1,-0.86891156,-0.3875266
00:05:49.192000,he\1\1,6,-1.0498865,-0.841872
00:05:49.216000,lmao 😂,7,-0.56185097,0.44178772
00:05:49.274000,guys listen the bandaid is just apart of fit,11,1.6035296,0.30315423
00:05:49.290000,h\1\1,6,-0.9812609,-0.7538617
00:05:49.343000,love you have a good day,11,1.7994692,-0.15738997
00:05:49.649000,hi !,8,-0.23769423,-1.3979746
00:05:49.952000,", i know you play lol but do also tft ?",11,1.6058828,-0.18611029
00:05:50.026000,what happend ?,0,0.4990557,0.10560788
00:05:50.314000,how are you today,15,1.4974642,1.0969566
00:05:50.398000,what are you going to drink ? @,2,2.0461247,-0.7521503
00:05:50.449000,is gifting 5 tier 1 subs to community ! they've gifted a total of 10 in the channel,4,2.2731495,-2.3382308
00:05:50.680000,h\1\1,6,-0.9812609,-0.7538617
00:05:50.858000,chek ur phone rae you,0,0.89337903,-0.13952202
00:05:50.923000,i ’ m eating microwave,11,1.4945736,-0.16195941
00:05:50.968000,<3,6,-0.99377674,-1.1785975
00:05:50.973000,nope,7,-0.87527937,0.3773277
00:05:51.004000,the fit,13,0.5052332,1.8901948
00:05:51.302000,party1,1,-1.0591546,-0.3732682
00:05:51.379000,yes,7,-0.7950082,0.9629249
00:05:51.625000,do you have a crush on corpse,2,1.8245255,-0.78025824
00:05:51.637000,hi,1,-0.86891156,-0.3875266
00:05:51.639000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:05:51.649000,you look great today ! <3,5,1.189064,-0.42115402
00:05:51.675000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:05:51.680000,guys chill lmao,12,-0.03396545,0.5093314
00:05:51.762000,i like your band-aid,15,1.280464,0.99006104
00:05:51.858000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:05:51.875000,we care about you :/,11,1.1497647,-0.1996131
00:05:52.098000,sy what are you drinking ?,11,1.6416835,-0.2207548
00:05:52.192000,owa owaa,6,-0.93419427,-1.1718366
00:05:52.343000,whats on ur neck ?,0,0.9208462,0.08608756
00:05:52.377000,yes it looks strange,15,0.8201116,1.0158714
00:05:52.391000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:05:52.435000,oh,7,-0.9122847,0.88476884
00:05:52.504000,cute bandaid though .,0,0.5163129,-0.16118309
00:05:52.601000,dope,7,-0.77043617,0.5662726
00:05:52.656000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:05:52.714000,<3,6,-0.99377674,-1.1785975
00:05:52.855000,yo syk,8,-0.6154523,-1.2360327
00:05:52.906000,hello,1,-0.9108303,-0.45763686
00:05:52.937000,lmao chat ?,12,0.082332246,-0.008195062
00:05:53.021000,why the,10,0.55350727,3.1511528
00:05:53.031000,love you,13,0.69033504,1.563644
00:05:53.074000,thats a cute bandaid !,5,0.9387951,-1.0640191
00:05:53.209000,PowerUpR OhMyDog PowerUpL,8,-0.6274192,-1.4460015
00:05:53.362000,ouchie,6,-0.9766573,-0.64495015
00:05:53.512000,i really wanna see drunk 😭,11,1.2854095,0.09248219
00:05:53.517000,i ’ m not gonna say URL 👀,2,1.9458392,-0.97944456
00:05:53.541000,hii,6,-1.0089227,-1.3444159
00:05:53.562000,hey ! could you maybe turn up rae and corpse's volume ?,2,1.7065475,-1.1657326
00:05:53.564000,what are you drinking,15,1.5218096,0.8596838
00:05:53.791000,h\1\1,6,-0.9812609,-0.7538617
00:05:54.098000,hii,6,-1.0089227,-1.3444159
00:05:54.115000,you look really nice today !,11,1.1611199,-0.042903524
00:05:54.197000,hii,6,-1.0089227,-1.3444159
00:05:54.372000,drinking among us 😫,5,0.3742923,-1.0884778
00:05:54.540000,hi,1,-0.86891156,-0.3875266
00:05:54.608000,hi how are you doing today !,2,1.7047491,-0.6464436
00:05:54.942000,hi,1,-0.86891156,-0.3875266
00:05:54.951000,uh,1,-0.8960924,0.12689967
00:05:54.975000,hello here from london glitchcat,5,0.6582461,-0.49958512
00:05:55.088000,lmao,3,-0.81112784,1.6633501
00:05:55.115000,how ?,9,0.24393317,0.6610514
00:05:55.177000,yes,7,-0.7950082,0.9629249
00:05:55.322000,i love you,13,0.99284905,1.4867634
00:05:55.521000,hyper train,14,-0.44079292,-0.25597188
00:05:55.641000,hi ! <3,8,-0.1291911,-1.7928385
00:05:55.661000,y'all need to chill,11,1.1921663,0.11608
00:05:55.786000,hii,6,-1.0089227,-1.3444159
00:05:55.788000,he\1\1,6,-1.0498865,-0.841872
00:05:55.959000,omg youre precious,12,0.15195785,-0.13019294
00:05:55.978000,hi,1,-0.86891156,-0.3875266
00:05:56.062000,is your neck okayy ?,11,1.2861596,0.23860091
00:05:56.065000,omg you look so nice,15,1.0899973,0.5708162
00:05:56.081000,h\1\1,6,-0.9812609,-0.7538617
00:05:56.482000,the outfit,13,0.5128338,1.6246955
00:05:56.555000,"o ok , bless",8,0.3196232,-1.6081214
00:05:56.625000,are you okay ?,11,1.3776151,0.29392362
00:05:56.658000,you look sleepy 😭,0,0.8919549,0.21233666
00:05:56.666000,hey !,8,-0.2248543,-1.1769686
00:05:56.677000,heyy !,8,-0.4347597,-1.7967045
00:05:56.783000,aww hahah,14,-0.64443874,-0.4278411
00:05:56.884000,u look nice,15,0.80706847,0.97179294
00:05:56.937000,lol yep,7,-0.49777725,0.63726234
00:05:56.949000,i didn ’ t get a notification,2,1.9287992,-0.4000639
00:05:57.011000,how can i get the new hats ?,11,1.9936901,0.22529784
00:05:57.024000,hello !,8,-0.25256678,-1.400702
00:05:57.184000,are you okay ? whats the bandaid for :(,11,1.7653567,0.07746869
00:05:57.199000,yay another drunk among us,5,0.5407184,-0.7133414
00:05:57.500000,be careful,15,0.79570144,1.0914385
00:05:57.502000,we're just worried about you,15,1.1463664,0.8735581
00:05:57.511000,!,6,-0.97441727,-0.8567074
00:05:57.526000,:( (,8,-0.21710551,-1.3988447
00:05:57.821000,♥ ️,8,-0.551666,-1.9557556
00:05:57.821000,guys he ’ ll say what happened if wants to,2,2.071278,-0.41191697
00:05:57.824000,i will fight anyone,15,1.2287198,0.4739083
00:05:57.964000,the fit is so good !,11,1.4692063,0.15030974
00:05:58,yall chill jesus,12,-0.056929808,-0.10047451
00:05:58.036000,<3,6,-0.99377674,-1.1785975
00:05:58.401000,lol bandaids are apparently a big deal,11,1.3774977,-0.03725384
00:05:58.550000,u look great,15,0.88229495,1.033766
00:05:58.559000,its just a band aid,0,1.0166215,0.18990594
00:05:58.569000,lmao,3,-0.81112784,1.6633501
00:05:58.608000,what did i miss ?,11,1.3711898,0.45384967
00:05:58.682000,hi,1,-0.86891156,-0.3875266
00:05:58.701000,just worried my dude . glad ur good,15,1.4119416,0.5351658
00:05:59.081000,ily,6,-0.8853896,-0.74356455
00:05:59.641000,hi 💕,8,-0.4691319,-1.3590686
00:05:59.684000,rae is crazy,0,0.45153314,0.51426667
00:05:59.995000,heey,6,-1.0825231,-1.2876586
00:06:00.004000,"move on chat , it's just a fashion choice",11,1.4808751,-0.3718303
00:06:00.278000,what happend to ur neck ?,11,1.3043909,-0.11891761
00:06:00.298000,darkmode,1,-1.0015559,-0.36811712
00:06:00.317000,<3,6,-0.99377674,-1.1785975
00:06:00.442000,<3,6,-0.99377674,-1.1785975
00:06:00.447000,what scratched you,15,0.85504395,1.0030075
00:06:00.694000,h\1\1,6,-0.9812609,-0.7538617
00:06:00.891000,lol,3,-0.7600343,1.7361608
00:06:00.939000,bingus attacked,14,-0.32728904,-0.71575993
00:06:00.995000,oh,7,-0.9122847,0.88476884
00:06:01.076000,bye what,12,0.19381924,0.29694557
00:06:01.511000,a\1\1,1,-0.99832773,-0.4420506
00:06:01.569000,\1\1h,1,-1.0457681,-0.47370923
00:06:01.576000,syk with a cardi thoo,5,0.94202936,-0.8850421
00:06:01.726000,he\1\1 !,8,-0.45106184,-1.6124543
00:06:01.742000,hi !,8,-0.23769423,-1.3979746
00:06:01.754000,he ’ s fine,15,1.2997949,0.85331196
00:06:01.894000,),6,-0.9630894,-0.95948225
00:06:02.011000,what ’ s drinking today ?,11,1.3878275,0.2039818
00:06:02.201000,nah chat just goes nuts sometimes,0,0.84736955,0.27035323
00:06:02.245000,you look the same as usual :) ) dw,11,1.5441904,-0.15372796
00:06:02.338000,you look cute in the outfit,11,1.4872822,0.3659197
00:06:02.341000,eczema ?,14,-0.5115271,-0.69958997
00:06:02.353000,ooh,1,-0.97944385,0.077528544
00:06:02.511000,>,1,-0.8382602,-0.48648652
00:06:02.529000,hello ! <3 3,8,0.28361276,-1.955741
00:06:02.612000,<3,6,-0.99377674,-1.1785975
00:06:02.730000,he accidentally cut himself shaving since hes a manly man with lots of facial hair,2,1.7015929,-0.5223345
00:06:02.802000,chat stop being weird ❤ ️,5,1.0143704,-0.6615488
00:06:02.838000,a hickey,14,0.11958008,-0.4073411
00:06:02.958000,how ’ d you scratch it,11,1.6465833,0.25588444
00:06:02.985000,the bandaid ?,9,0.5884025,0.7655403
00:06:03.067000,hi i member,0,0.7775181,0.020507306
00:06:03.187000,y\1\1,6,-1.0883613,-0.78655803
00:06:03.370000,hi,1,-0.86891156,-0.3875266
00:06:03.439000,hii,6,-1.0089227,-1.3444159
00:06:03.716000,who hurt you,15,0.81486994,1.2414426
00:06:03.836000,<3,6,-0.99377674,-1.1785975
00:06:03.872000,we were worried about you,15,1.305383,0.9299989
00:06:03.922000,i hope you have a great stream !,2,1.8856665,-0.9651394
00:06:04.045000,lol,3,-0.7600343,1.7361608
00:06:04.055000,really ?,9,0.018934594,1.001984
00:06:04.163000,chat is bugging,0,0.61548233,0.28423193
00:06:04.194000,"there , now chat can chill out",11,1.4144084,-0.26962307
00:06:04.516000,play mobile legends,5,0.3170331,-0.5224279
00:06:04.581000,aw,1,-0.94532037,-0.07036144
00:06:04.641000,wait whats going on,0,0.9975614,-0.021270212
00:06:04.725000,people are so weord,15,1.1161098,0.6411612
00:06:04.774000,a\1\1,1,-0.99832773,-0.4420506
00:06:04.781000,your mic sounds different,15,1.09412,0.5875922
00:06:04.850000,i miss yo\1\1,0,0.81174785,0.2192712
00:06:04.968000,did corpse choke you ?,0,1.085319,-0.017616766
00:06:05.218000,no,7,-0.6010218,1.0097132
00:06:05.298000,he said scratch mark,9,0.62969863,0.7555897
00:06:05.336000,h\1\1,6,-0.9812609,-0.7538617
00:06:05.473000,sike uno,8,-0.54513747,-1.4717544
00:06:05.543000,yall weird,9,0.014747688,1.058815
00:06:05.596000,i thought it was a necklace lol,15,1.5603629,0.60745287
00:06:05.608000,nope,7,-0.87527937,0.3773277
00:06:05.838000,"you , me having eczema",5,1.0523697,-0.2526047
00:06:05.971000,hi,1,-0.86891156,-0.3875266
00:06:06.122000,chat is being weird,15,0.9452968,0.9696491
00:06:06.137000,okie !,8,-0.25908372,-1.3064153
00:06:06.541000,i like your outfit,15,1.3147453,1.3288932
00:06:06.608000,\1\1\1\1,6,-1.0578499,-0.8628705
00:06:06.625000,hope u have a great time today !,2,1.7085011,-0.85581386
00:06:06.658000,OMEGALUL,3,-0.7045382,1.8700697
00:06:06.762000,URL,1,-0.7897134,-0.38800666
00:06:06.805000,\1\1,6,-1.0802779,-1.1006764
00:06:06.867000,im glad youre find,11,1.1150388,-0.15726434
00:06:06.983000,oh ! me too lmao,5,0.6711148,-0.65216005
00:06:07.028000,o\1\1,1,-1.0201356,-0.32543367
00:06:07.036000,hi fromm turke\1\1,8,-0.42755464,-1.2054114
00:06:07.074000,eczema ?,14,-0.5115271,-0.69958997
00:06:07.216000,huh ?,12,-0.33292904,-0.019035146
00:06:07.507000,hello everyone ily all ✨ TwitchUnity,5,0.5503523,-1.3242388
00:06:07.644000,i have that too,13,1.2391165,2.275655
00:06:07.701000,o\1\1,1,-1.0201356,-0.32543367
00:06:07.781000,?,1,-0.853382,0.027261522
00:06:07.831000,aww,1,-0.8740579,0.069940194
00:06:07.886000,oh,7,-0.9122847,0.88476884
00:06:07.956000,same,3,-0.71252584,2.7064197
00:06:08.401000,hypw,6,-1.0828075,-0.9976555
00:06:08.403000,lol no dont worry sbout it,11,1.2032818,-0.39934543
00:06:08.435000,gifted a tier 1 sub to ! this is their first gift in the channel,4,2.1770327,-1.6230445
00:06:08.458000,a\1\1,1,-0.99832773,-0.4420506
00:06:08.471000,nahh,1,-1.019631,-0.07401247
00:06:08.521000,@ whats the white thing on ur neck ?,2,1.3965324,-0.60382354
00:06:08.533000,@ thanks ❤ ️,8,0.3313478,-2.162044
00:06:08.553000,r u ok,5,0.5121904,-0.3404297
00:06:08.562000,a\1\1,1,-0.99832773,-0.4420506
00:06:08.589000,i love your choker,15,1.344089,0.8842136
00:06:08.607000,oh,7,-0.9122847,0.88476884
00:06:08.713000,hi !,8,-0.23769423,-1.3979746
00:06:08.930000,ex ee ma,8,-0.30423963,-1.5049735
00:06:08.944000,its a bandaid yall pl\1\1,5,0.8341636,-0.5264284
00:06:09.223000,he hiding a what ? lmao no not his innocence,11,1.5466201,-0.045182686
00:06:09.639000,squid1 Squid2 squid3 Squid4,8,-0.6968745,-1.4895861
00:06:09.749000,ure pretty :],14,0.106234245,-0.38958183
00:06:09.791000,love yo\1\1,14,0.048091836,-0.5921812
00:06:09.939000,a\1\1,1,-0.99832773,-0.4420506
00:06:09.947000,ok he good SeemsGood,0,0.7971173,0.60775626
00:06:09.995000,issa hickey ? \,8,-0.26184073,-1.4846699
00:06:10.129000,hello,1,-0.9108303,-0.45763686
00:06:10.209000,sam\1\1,6,-1.0440745,-0.91109604
00:06:10.600000,ohh okayy,6,-0.77004284,-0.83054805
00:06:10.660000,hii\1\1,6,-1.0500691,-0.9720667
00:06:10.725000,h\1\1 :),14,-0.5404021,-1.0363338
00:06:10.742000,just worried about you my love,15,1.5241827,0.95968205
00:06:10.834000,lol,3,-0.7600343,1.7361608
00:06:10.872000,hey,1,-0.8624938,-0.014734271
00:06:10.877000,hickey,1,-0.9978755,-0.54420996
00:06:11.024000,it's okay @ we still love you,2,1.3257362,-0.6493182
00:06:11.038000,reasonable,7,-0.8243146,0.9649315
00:06:11.098000,why is the plaster so cute,15,1.4845724,0.52729315
00:06:11.185000,ohh that happens to me sometimes,11,1.3018767,-0.11243591
00:06:11.206000,same,3,-0.71252584,2.7064197
00:06:11.459000,i like your outfit !,11,1.4363722,0.2832197
00:06:11.502000,<3,6,-0.99377674,-1.1785975
00:06:11.620000,bleedPurple,6,-0.9816147,-1.1281836
00:06:11.838000,same,3,-0.71252584,2.7064197
00:06:11.932000,same i have eczema,15,1.1849834,0.6980614
00:06:11.934000,oh,7,-0.9122847,0.88476884
00:06:12.029000,w\1\1,6,-1.0877573,-0.90060663
00:06:12.050000,do it on the tip,11,1.463414,0.295273
00:06:12.108000,its literally not a big deal yall,11,1.1990927,0.11015404
00:06:12.192000,hello,1,-0.9108303,-0.45763686
00:06:12.281000,i missed you,13,0.9682009,1.4465784
00:06:12.391000,love your outfit !,11,1.149968,-0.3332815
00:06:12.492000,i was scared you were held hostage,11,1.6220741,0.347588
00:06:12.557000,hello,1,-0.9108303,-0.45763686
00:06:12.658000,ohh,1,-0.98794293,-0.10439302
00:06:12.670000,so what happened to his neck ?,11,1.5971937,0.05919607
00:06:12.766000,hi guys,12,-0.18092284,-0.13805556
00:06:12.874000,hi ❤,8,-0.43229994,-1.5739181
00:06:12.951000,makes sense,9,0.28584918,0.8104882
00:06:13.033000,\1\1\1\1 its a bandaid,5,0.7103022,-0.34380007
00:06:13.115000,chat is being weird af,0,1.0144097,0.4731659
00:06:13.134000,\1\1 n\1\1,6,-0.6827259,-1.1978114
00:06:13.644000,eczema ?,14,-0.5115271,-0.69958997
00:06:13.737000,i feel you,13,0.8151887,2.084189
00:06:13.785000,\1\1,6,-1.0802779,-1.1006764
00:06:13.815000,:( (,8,-0.21710551,-1.3988447
00:06:13.848000,hi friend,14,-0.25292972,-0.50934756
00:06:13.872000,i love ur outfit today,15,1.1982788,0.4607189
00:06:13.990000,what are you drinking today ?,11,1.636202,0.29548365
00:06:13.992000,burr,1,-1.0200346,-0.4790342
00:06:14.002000,its okay !,0,0.48321447,-0.06511401
00:06:14.029000,i have eczema too,15,1.1701796,0.7160965
00:06:14.093000,w aww \1\1,8,-0.13385674,-1.1130111
00:06:14.096000,wh\1\1,1,-1.0004592,-0.42371905
00:06:14.168000,aww syk i hope youre ok,0,1.047874,0.017091043
00:06:14.492000,chat don't be weird,15,1.3831642,0.87718993
00:06:14.519000,u look cute today,0,0.9300453,0.4136463
00:06:14.569000,how is your day going ?,11,1.6880319,-0.056836046
00:06:14.672000,its fine,9,0.22970499,1.53938
00:06:14.730000,"you good , dude",15,0.97669804,0.54965526
00:06:14.755000,hi,1,-0.86891156,-0.3875266
00:06:14.898000,\1\1h ok,14,-0.5905755,-0.4277466
00:06:14.903000,this chat is already full of weirdos lmfao,11,1.4413384,0.29990417
00:06:15,omg he ’ s gonna die :(,2,1.7570491,-0.4137765
00:06:15.004000,:),1,-0.9119986,0.03434511
00:06:15.043000,"subscribed at tier 1 . they've for 2 months , currently on a month streak ! omg",4,2.1068208,-2.5350864
00:06:15.151000,h\1\1,6,-0.9812609,-0.7538617
00:06:15.173000,no dont apologize,0,0.6244692,-0.13346998
00:06:15.199000,lol everyone freaking out over a bandaid,5,0.99056286,-0.2897821
00:06:15.343000,eczema ? i have that too :(,15,1.4413347,0.4935611
00:06:15.345000,what happened to ur neck omg ?,11,1.3696645,-0.17603989
00:06:15.345000,"oh , ok ! i'm glad you're",5,1.1794786,-0.66533905
00:06:15.353000,you have the cutest bandaids,11,1.4310098,0.25225422
00:06:15.555000,like from mha,9,0.5493763,0.799521
00:06:15.634000,\1\1 glad ur not hurt,0,0.98958206,0.018810304
00:06:15.675000,?,1,-0.853382,0.027261522
00:06:15.732000,your fit is beautiful,15,1.2626902,0.8336838
00:06:15.809000,do you use anything for your skin ?,11,1.6870276,-0.1913822
00:06:16.107000,heyy love your outfit todayy,5,1.1259952,-0.34043378
00:06:16.197000,is that a hickey i see ..,11,1.6144601,0.25281328
00:06:16.750000,whatcha drinking todayy,14,-0.002500349,-0.9185885
00:06:16.834000,goodmorning,6,-1.0617995,-1.0112368
00:06:16.889000,he\1\1,6,-1.0498865,-0.841872
00:06:16.944000,h\1\1,6,-0.9812609,-0.7538617
00:06:16.959000,is gifting 5 tier 1 subs to community ! they've gifted a total of 15 in the channel,4,2.269164,-2.3348336
00:06:16.973000,o\1\1,1,-1.0201356,-0.32543367
00:06:17.088000,chat so fucking dramatic,0,0.48599404,0.42989755
00:06:17.552000,me too,9,0.17684881,1.3129436
00:06:17.925000,its a bandaid calm down lol,5,1.045835,-0.3611094
00:06:17.968000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:06:17.985000,you look amazing today !,0,1.0428548,-0.17342699
00:06:18.002000,e,8,-1.2355855,-2.1370442
00:06:18.014000,eczema ?,14,-0.5115271,-0.69958997
00:06:18.024000,dont apologize !,5,0.48943603,-0.64552855
00:06:18.026000,ouch,1,-0.9581497,-0.18096983
00:06:18.059000,chat be,13,0.47813174,1.5749725
00:06:18.146000,gifted a tier 1 sub to randynguyen !,4,1.4916795,-2.3285182
00:06:18.327000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:06:18.355000,o\1\1,1,-1.0201356,-0.32543367
00:06:18.483000,gifted a tier 1 sub to !,4,1.4859049,-2.2835822
00:06:18.511000,it's ok dont apologize !,5,0.9470669,-0.49176368
00:06:18.697000,i love the fit,15,1.276189,1.0861531
00:06:18.704000,eczema ?,14,-0.5115271,-0.69958997
00:06:18.798000,don't apologize,9,0.17913797,0.46828774
00:06:18.863000,y ’ all so dramatic lmaoo,2,1.3750727,-0.7698581
00:06:18.877000,i got psoriasis and excema,15,1.2579396,0.54911846
00:06:20.778000,u dont have to apologise :(,11,1.569045,-0.1586225
00:06:20.783000,n\1\1 dont apologize,5,0.29056552,-0.5720183
00:06:20.793000,its ok ! hope you feel better,11,1.3773373,-0.2595394
00:06:20.848000,i like your sweater it's super cute,11,1.6071304,0.3684576
00:06:20.863000,he got choked lol 😂,15,0.97758627,0.9280825
00:06:20.911000,your bandaid is beautiful,15,1.1925505,0.6386545
00:06:20.983000,dont apologise,12,0.05503977,0.058434285
00:06:20.985000,a\1\1,1,-0.99832773,-0.4420506
00:06:21.052000,bb dont apologize,5,0.31272936,-0.51497775
00:06:21.149000,omg ur so cut\1\1,0,0.6170978,0.13735302
00:06:21.220000,that's okay man,12,0.252163,0.3702921
00:06:21.382000,stop lying,12,0.008600475,0.46962646
00:06:21.413000,<3,6,-0.99377674,-1.1785975
00:06:21.434000,eczema ?,14,-0.5115271,-0.69958997
00:06:21.598000,no don ’ t apologize,2,1.2689831,-0.60594624
00:06:21.615000,nice cardigan,12,-0.25355998,-0.14140695
00:06:21.759000,noo syk its okay,12,0.30176136,-0.045123372
00:06:21.759000,o\1\1 ! glad your okay,5,0.96346116,-0.363875
00:06:21.774000,aw\1\1 😓,6,-0.7691207,-1.2057017
00:06:21.889000,its okay man,9,0.33631355,0.52017933
00:06:21.889000,hi,1,-0.86891156,-0.3875266
00:06:21.891000,is toast streaming ?,0,0.80654013,-0.078023106
00:06:22.062000,ouch,1,-0.9581497,-0.18096983
00:06:22.103000,a\1\1 take care !,5,0.6847739,-1.4612526
00:06:22.204000,aw dont apologize,5,0.30957153,-0.42548734
00:06:22.264000,oh i didn't actually know that,15,1.2698091,0.7286414
00:06:22.403000,o\1\1,1,-1.0201356,-0.32543367
00:06:22.519000,its cool,9,0.26610762,1.1970811
00:06:22.601000,oh you have eczema,0,1.1241175,0.24866001
00:06:22.605000,some people are just .,13,1.335114,1.7754333
00:06:22.653000,me too,9,0.17684881,1.3129436
00:06:22.673000,o\1\1 i didn ’ t know that,11,1.6832752,0.07630595
00:06:22.738000,@ thanks for the gift sub !,4,1.4241309,-1.6556123
00:06:22.783000,i hope you're okay,15,1.1483549,0.6096379
00:06:22.985000,its okay,9,0.12505336,1.0729004
00:06:22.997000,@ feelsweirdman,14,-0.23574916,-0.579024
00:06:23.028000,o\1\1 damn i feel that ! have it too .,11,1.5989269,0.009302128
00:06:23.065000,you wrote friends wrong,0,0.94134194,0.43402457
00:06:23.081000,same,3,-0.71252584,2.7064197
00:06:23.081000,URL an,0,0.27776402,0.33226275
00:06:23.127000,<3,6,-0.99377674,-1.1785975
00:06:23.165000,dont apologise about it,15,0.95094013,1.0109739
00:06:23.165000,same,3,-0.71252584,2.7064197
00:06:23.184000,"calm down chat ,",5,0.6121514,-0.3278641
00:06:23.199000,o\1\1 that makes sense,0,1.0006763,0.4150447
00:06:23.216000,you look good with cardigan,15,1.3196635,0.48750877
00:06:23.511000,cheer1,1,-0.91149175,-0.09987346
00:06:25.329000,psoriasis ?,14,-0.53066415,-0.8376784
00:06:25.403000,yall be so weird sometimes jesus,15,1.2233688,0.73535335
00:06:25.422000,oh hope you feel ok tho,0,1.025926,0.15363659
00:06:25.545000,hello !,8,-0.25256678,-1.400702
00:06:25.555000,nice,7,-0.5741158,1.0317286
00:06:25.560000,hi ! im a fan from the philippines <3,2,1.7446994,-0.7840125
00:06:25.591000,your outfit looks good today,11,1.2579027,0.38748264
00:06:25.596000,you're okay,9,0.294001,0.6005962
00:06:25.706000,no you look good,15,1.2447942,0.70154977
00:06:25.711000,dont apologise it's fine,0,0.82867104,0.2890322
00:06:25.841000,"don't worry about it , you look great !",2,1.7139524,-0.45923027
00:06:25.843000,hello friends :D,8,0.045604922,-1.0655537
00:06:25.867000,ouch :(,14,-0.5826032,-0.6024917
00:06:25.958000,wat up tho,9,0.2001863,0.5341478
00:06:25.975000,you're okay dont be sorry,11,1.4248657,0.38508743
00:06:26.029000,ay i have it too lmao,15,1.3598931,0.46843672
00:06:26.043000,don ’ t lie,11,1.1107476,-0.2333272
00:06:26.151000,don't apologize ! thank you for sharing <3,2,1.4841821,-1.1354455
00:06:26.235000,its okay !,0,0.48321447,-0.06511401
00:06:26.254000,"yeah that happens to me too , eczema and psoriasis suck",11,1.6418612,-0.29469562
00:06:26.331000,you do not have to apologize,11,1.7103391,0.23528063
00:06:26.403000,dont be sry my dude,15,1.6683872,0.66583276
00:06:26.471000,<3,6,-0.99377674,-1.1785975
00:06:26.524000,"i get that too , try bio oil ?",15,1.5804318,0.61420333
00:06:26.658000,i like your outfit !,11,1.4363722,0.2832197
00:06:26.822000,what dont apologize,0,0.65641683,0.6231247
00:06:26.841000,dont be sorry <3,11,1.2396117,0.22317582
00:06:26.862000,outfits looks nic\1\1 <3,5,0.19509894,-0.8149315
00:06:26.913000,omg eczema buddies,14,-0.36332738,-0.562585
00:06:27.002000,oh ok !,14,0.0120701045,-0.7722799
00:06:27.065000,don ’ t apologize,5,1.0061237,-0.36800668
00:06:27.077000,hello,1,-0.9108303,-0.45763686
00:06:27.103000,lol dont apologize,0,0.33272392,0.25603253
00:06:27.218000,don't apologize,9,0.17913797,0.46828774
00:06:28.382000,hi,1,-0.86891156,-0.3875266
00:06:28.387000,lmao dont apologise,12,0.2484839,0.026461763
00:06:28.485000,no worries . my brother has it too,11,1.6311957,-0.14983094
00:06:28.517000,its alright syk !,5,0.5588991,-0.47785872
00:06:28.625000,hey don ’ t apologize :(,5,1.1715231,-0.9176726
00:06:28.654000,you look nic\1\1,0,0.7863337,0.3584802
00:06:28.684000,finally some among us 🤩,5,0.69140637,-0.5261176
00:06:28.726000,h\1\1,6,-0.9812609,-0.7538617
